time(ms),ax,ay,az,gx,gy,gz
6100,-0.893586 0.227406 -8.512700 -0.005454 -0.047451 -0.000545
6120,-0.903895 0.234994 -8.505112 -0.010908 -0.047997 -0.001636
6140,-0.915700 0.235968 -8.512756 -0.010363 -0.054542 -0.002727
6160,-0.903952 0.239298 -8.524511 -0.008727 -0.050178 -0.001636
6180,-0.913551 0.234029 -8.544865 -0.005454 -0.044724 -0.002182
6200,-0.897272 0.231347 -8.523843 -0.008727 -0.051814 -0.001091
6220,-0.897799 0.239913 -8.534670 -0.010363 -0.056723 -0.001636
6240,-0.906471 0.226117 -8.559240 -0.003818 -0.046906 -0.001636
6260,-0.903029 0.243700 -8.530884 -0.006545 -0.049633 -0.001091
6280,-0.900530 0.237486 -8.522014 -0.010908 -0.051269 -0.001091
6300,-0.902435 0.226521 -8.543753 -0.006545 -0.052905 -0.002182
6320,-0.909090 0.221546 -8.533645 -0.008727 -0.052360 0.000000
6340,-0.898981 0.233331 -8.545563 -0.008181 -0.048542 -0.000545
6360,-0.904435 0.237095 -8.552572 -0.010908 -0.053996 -0.002727
6380,-0.894206 0.238118 -8.517072 -0.007090 -0.046360 -0.001091
6400,-0.899647 0.241883 -8.537010 -0.007090 -0.048542 -0.002727
6420,-0.902346 0.230839 -8.541590 -0.010363 -0.050724 -0.003818
6440,-0.913391 0.225425 -8.525455 -0.009272 -0.051269 -0.007636
6460,-0.901566 0.215833 -8.539356 -0.006545 -0.050724 -0.013635
6480,-0.898229 0.231251 -8.532558 -0.007636 -0.050724 -0.001636
6500,-0.904359 0.232793 -8.520242 -0.008727 -0.053451 -0.002182
6520,-0.896353 0.240058 -8.517286 -0.009817 -0.055632 -0.001091
6540,-0.902017 0.239492 -8.522162 -0.007090 -0.046360 -0.001636
6560,-0.909048 0.236634 -8.518557 -0.010908 -0.048542 -0.002182
6580,-0.898977 0.226867 -8.519704 -0.006545 -0.049633 0.000000
6600,-0.904434 0.228476 -8.541799 -0.008727 -0.052360 -0.000545
6620,-0.902825 0.232946 -8.520089 -0.007636 -0.049633 0.001091
6640,-0.896200 0.235764 -8.543130 -0.009817 -0.052905 0.001636
6660,-0.904156 0.234968 -8.518067 -0.005454 -0.051814 -0.001636
6680,-0.902797 0.230794 -8.522241 -0.014181 -0.056723 -0.000545
6700,-0.898352 0.226929 -8.554119 -0.007636 -0.049633 -0.001091
6720,-0.904372 0.232792 -8.541792 -0.006545 -0.050178 -0.001636
6740,-0.898509 0.235533 -8.539051 -0.007090 -0.049633 -0.001091
6760,-0.915162 0.229558 -8.560110 -0.004909 -0.052360 -0.003272
6780,-0.901743 0.226590 -8.509206 -0.009272 -0.053996 -0.000545
6800,-0.902556 0.226509 -8.528681 -0.005454 -0.049087 -0.001636
6820,-0.889708 0.245032 -8.527396 -0.005454 -0.050724 0.000000
6840,-0.901352 0.239558 -8.532870 -0.006545 -0.050724 0.000000
6860,-0.911136 0.223496 -8.540314 -0.006000 -0.050724 -0.002182
6880,-0.912115 0.240637 -8.529637 -0.008727 -0.050178 -0.001091
6900,-0.901438 0.233085 -8.535034 -0.007636 -0.050178 -0.001091
6920,-0.913300 0.231899 -8.553459 -0.005454 -0.047997 -0.004363
6940,-0.903712 0.232858 -8.533107 -0.007636 -0.047997 -0.004909
6960,-0.898443 0.229075 -8.530425 -0.007636 -0.051814 -0.004363
6980,-0.906536 0.241195 -8.552783 -0.009817 -0.051269 -0.003272
7000,-0.903035 0.237235 -8.535193 -0.010908 -0.052905 -0.002182
7020,-0.896221 0.229297 -8.517273 -0.009817 -0.050178 -0.003272
7040,-0.899849 0.231089 -8.515481 -0.006545 -0.053451 -0.001636
7060,-0.904521 0.239241 -8.513794 -0.006000 -0.049087 0.000000
7080,-0.907143 0.217430 -8.542069 -0.009272 -0.051269 0.000000
7100,-0.898786 0.231195 -8.541233 -0.007636 -0.049087 0.000000
7120,-0.902260 0.230848 -8.530807 -0.007090 -0.053451 -0.001636
7140,-0.902608 0.239433 -8.537306 -0.009272 -0.052360 -0.001091
7160,-0.909107 0.225853 -8.525026 -0.007090 -0.049633 -0.001091
7180,-0.907602 0.236778 -8.531341 -0.005454 -0.050724 -0.001636
7200,-0.907452 0.238948 -8.522706 -0.003272 -0.045269 -0.001091
7220,-0.903127 0.248000 -8.513655 -0.007636 -0.047451 -0.002182
7240,-0.902694 0.241579 -8.541624 -0.008181 -0.053451 0.000000
7260,-0.915580 0.227361 -8.555842 -0.010363 -0.052905 -0.002182
7280,-0.906094 0.230464 -8.544119 -0.004363 -0.047451 -0.001636
7300,-0.905146 0.226250 -8.522475 -0.007636 -0.050724 -0.002727
7320,-0.909361 0.234448 -8.535827 -0.006545 -0.049633 -0.001091
7340,-0.905473 0.241301 -8.537592 -0.004909 -0.049633 0.000000
7360,-0.909393 0.243064 -8.520745 -0.010363 -0.051269 0.000000
7380,-0.901166 0.248196 -8.504839 -0.004909 -0.049087 -0.002182
7400,-0.889569 0.229962 -8.525228 -0.007090 -0.050178 -0.002182
7420,-0.901339 0.246024 -8.515631 -0.007090 -0.052905 -0.001636
